Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
HI_24hpi_1_R2	(30, 1149.0)	(32, 2149.0)	(34, 2706.0)	(36, 2092.0)	(38, 1904.0)	(40, 1941.0)	(42, 1553.0)	(44, 1526.0)	(46, 1137.0)	(48, 1428.0)	(50, 1235.0)	(52, 1337.0)	(54, 1364.0)	(56, 1303.0)	(58, 1298.0)	(60, 1465.0)	(62, 1497.0)	(64, 1530.0)	(66, 1455.0)	(68, 1528.0)	(70, 1443.0)	(72, 1622.0)	(74, 1368.0)	(76, 1476.0)	(78, 1728.0)	(80, 1448.0)	(82, 1579.0)	(84, 1539.0)	(86, 1423.0)	(88, 1399.0)	(90, 1324.0)	(92, 1282.0)	(94, 1439.0)	(96, 1301.0)	(98, 1334.0)	(100, 1362.0)	(102, 1303.0)	(104, 1351.0)	(106, 1265.0)	(108, 1176.0)	(110, 1229.0)	(112, 1239.0)	(114, 1207.0)	(116, 1368.0)	(118, 9983.0)	(120, 10629.0)	(122, 11528.0)	(124, 14042175.0)
HI_24hpi_2_R1	(30, 1218.0)	(32, 2259.0)	(34, 2777.0)	(36, 2087.0)	(38, 1993.0)	(40, 2058.0)	(42, 1670.0)	(44, 1571.0)	(46, 1233.0)	(48, 1437.0)	(50, 1380.0)	(52, 1476.0)	(54, 1520.0)	(56, 1363.0)	(58, 1557.0)	(60, 1697.0)	(62, 1734.0)	(64, 1728.0)	(66, 1603.0)	(68, 1660.0)	(70, 1609.0)	(72, 1754.0)	(74, 1578.0)	(76, 1713.0)	(78, 1949.0)	(80, 1669.0)	(82, 1757.0)	(84, 1697.0)	(86, 1633.0)	(88, 1693.0)	(90, 1589.0)	(92, 1601.0)	(94, 1678.0)	(96, 1563.0)	(98, 1524.0)	(100, 1657.0)	(102, 1510.0)	(104, 1618.0)	(106, 1449.0)	(108, 1572.0)	(110, 1571.0)	(112, 1611.0)	(114, 1468.0)	(116, 1652.0)	(118, 13521.0)	(120, 14256.0)	(122, 15299.0)	(124, 15869494.0)
HI_24hpi_2_R2	(30, 1218.0)	(32, 2259.0)	(34, 2777.0)	(36, 2087.0)	(38, 1993.0)	(40, 2058.0)	(42, 1670.0)	(44, 1571.0)	(46, 1233.0)	(48, 1437.0)	(50, 1380.0)	(52, 1476.0)	(54, 1520.0)	(56, 1363.0)	(58, 1557.0)	(60, 1697.0)	(62, 1734.0)	(64, 1728.0)	(66, 1603.0)	(68, 1660.0)	(70, 1609.0)	(72, 1754.0)	(74, 1578.0)	(76, 1713.0)	(78, 1949.0)	(80, 1669.0)	(82, 1757.0)	(84, 1697.0)	(86, 1633.0)	(88, 1693.0)	(90, 1589.0)	(92, 1601.0)	(94, 1678.0)	(96, 1563.0)	(98, 1524.0)	(100, 1657.0)	(102, 1510.0)	(104, 1618.0)	(106, 1449.0)	(108, 1572.0)	(110, 1571.0)	(112, 1611.0)	(114, 1468.0)	(116, 1652.0)	(118, 13521.0)	(120, 14256.0)	(122, 15299.0)	(124, 15869494.0)
HI_24hpi_3_R1	(30, 1277.0)	(32, 2392.0)	(34, 2875.0)	(36, 2336.0)	(38, 2243.0)	(40, 2300.0)	(42, 1784.0)	(44, 1704.0)	(46, 1329.0)	(48, 1619.0)	(50, 1474.0)	(52, 1452.0)	(54, 1568.0)	(56, 1412.0)	(58, 1524.0)	(60, 1730.0)	(62, 1617.0)	(64, 1744.0)	(66, 1691.0)	(68, 1701.0)	(70, 1625.0)	(72, 1780.0)	(74, 1565.0)	(76, 1571.0)	(78, 1925.0)	(80, 1676.0)	(82, 1678.0)	(84, 1684.0)	(86, 1586.0)	(88, 1644.0)	(90, 1536.0)	(92, 1491.0)	(94, 1571.0)	(96, 1451.0)	(98, 1428.0)	(100, 1505.0)	(102, 1302.0)	(104, 1311.0)	(106, 1258.0)	(108, 1284.0)	(110, 1333.0)	(112, 1340.0)	(114, 1186.0)	(116, 1290.0)	(118, 8292.0)	(120, 8687.0)	(122, 9480.0)	(124, 12254120.0)
HI_24hpi_3_R2	(30, 1277.0)	(32, 2392.0)	(34, 2875.0)	(36, 2336.0)	(38, 2243.0)	(40, 2300.0)	(42, 1784.0)	(44, 1704.0)	(46, 1329.0)	(48, 1619.0)	(50, 1474.0)	(52, 1452.0)	(54, 1568.0)	(56, 1412.0)	(58, 1524.0)	(60, 1730.0)	(62, 1617.0)	(64, 1744.0)	(66, 1691.0)	(68, 1701.0)	(70, 1625.0)	(72, 1780.0)	(74, 1565.0)	(76, 1571.0)	(78, 1925.0)	(80, 1676.0)	(82, 1678.0)	(84, 1684.0)	(86, 1586.0)	(88, 1644.0)	(90, 1536.0)	(92, 1491.0)	(94, 1571.0)	(96, 1451.0)	(98, 1428.0)	(100, 1505.0)	(102, 1302.0)	(104, 1311.0)	(106, 1258.0)	(108, 1284.0)	(110, 1333.0)	(112, 1340.0)	(114, 1186.0)	(116, 1290.0)	(118, 8292.0)	(120, 8687.0)	(122, 9480.0)	(124, 12254120.0)
HI_48hpi_1_R1	(30, 1253.0)	(32, 2476.0)	(34, 2804.0)	(36, 2258.0)	(38, 2130.0)	(40, 2302.0)	(42, 1836.0)	(44, 1821.0)	(46, 1446.0)	(48, 1586.0)	(50, 1399.0)	(52, 1496.0)	(54, 1460.0)	(56, 1357.0)	(58, 1425.0)	(60, 1720.0)	(62, 1518.0)	(64, 1569.0)	(66, 1572.0)	(68, 1641.0)	(70, 1525.0)	(72, 1685.0)	(74, 1441.0)	(76, 1581.0)	(78, 1723.0)	(80, 1473.0)	(82, 1467.0)	(84, 1472.0)	(86, 1374.0)	(88, 1422.0)	(90, 1337.0)	(92, 1339.0)	(94, 1441.0)	(96, 1270.0)	(98, 1305.0)	(100, 1273.0)	(102, 1137.0)	(104, 1175.0)	(106, 1111.0)	(108, 1155.0)	(110, 1227.0)	(112, 1236.0)	(114, 1125.0)	(116, 1324.0)	(118, 13275.0)	(120, 13779.0)	(122, 15665.0)	(124, 15921176.0)
HI_48hpi_1_R2	(30, 1253.0)	(32, 2476.0)	(34, 2804.0)	(36, 2258.0)	(38, 2130.0)	(40, 2302.0)	(42, 1836.0)	(44, 1821.0)	(46, 1446.0)	(48, 1586.0)	(50, 1399.0)	(52, 1496.0)	(54, 1460.0)	(56, 1357.0)	(58, 1425.0)	(60, 1720.0)	(62, 1518.0)	(64, 1569.0)	(66, 1572.0)	(68, 1641.0)	(70, 1525.0)	(72, 1685.0)	(74, 1441.0)	(76, 1581.0)	(78, 1723.0)	(80, 1473.0)	(82, 1467.0)	(84, 1472.0)	(86, 1374.0)	(88, 1422.0)	(90, 1337.0)	(92, 1339.0)	(94, 1441.0)	(96, 1270.0)	(98, 1305.0)	(100, 1273.0)	(102, 1137.0)	(104, 1175.0)	(106, 1111.0)	(108, 1155.0)	(110, 1227.0)	(112, 1236.0)	(114, 1125.0)	(116, 1324.0)	(118, 13275.0)	(120, 13779.0)	(122, 15665.0)	(124, 15921176.0)
HI_48hpi_2_R1	(30, 1024.0)	(32, 1898.0)	(34, 2404.0)	(36, 1878.0)	(38, 1784.0)	(40, 1867.0)	(42, 1460.0)	(44, 1375.0)	(46, 1096.0)	(48, 1272.0)	(50, 1173.0)	(52, 1130.0)	(54, 1171.0)	(56, 1111.0)	(58, 1196.0)	(60, 1384.0)	(62, 1318.0)	(64, 1264.0)	(66, 1337.0)	(68, 1292.0)	(70, 1227.0)	(72, 1337.0)	(74, 1199.0)	(76, 1202.0)	(78, 1413.0)	(80, 1159.0)	(82, 1130.0)	(84, 1188.0)	(86, 1126.0)	(88, 1079.0)	(90, 1089.0)	(92, 986.0)	(94, 1081.0)	(96, 1042.0)	(98, 1027.0)	(100, 987.0)	(102, 974.0)	(104, 929.0)	(106, 901.0)	(108, 915.0)	(110, 968.0)	(112, 931.0)	(114, 887.0)	(116, 1008.0)	(118, 10344.0)	(120, 10671.0)	(122, 11878.0)	(124, 12644394.0)
HI_48hpi_2_R2	(30, 1024.0)	(32, 1898.0)	(34, 2404.0)	(36, 1878.0)	(38, 1784.0)	(40, 1867.0)	(42, 1460.0)	(44, 1375.0)	(46, 1096.0)	(48, 1272.0)	(50, 1173.0)	(52, 1130.0)	(54, 1171.0)	(56, 1111.0)	(58, 1196.0)	(60, 1384.0)	(62, 1318.0)	(64, 1264.0)	(66, 1337.0)	(68, 1292.0)	(70, 1227.0)	(72, 1337.0)	(74, 1199.0)	(76, 1202.0)	(78, 1413.0)	(80, 1159.0)	(82, 1130.0)	(84, 1188.0)	(86, 1126.0)	(88, 1079.0)	(90, 1089.0)	(92, 986.0)	(94, 1081.0)	(96, 1042.0)	(98, 1027.0)	(100, 987.0)	(102, 974.0)	(104, 929.0)	(106, 901.0)	(108, 915.0)	(110, 968.0)	(112, 931.0)	(114, 887.0)	(116, 1008.0)	(118, 10344.0)	(120, 10671.0)	(122, 11878.0)	(124, 12644394.0)
HI_48hpi_3_R1	(30, 1439.0)	(32, 2891.0)	(34, 3161.0)	(36, 2487.0)	(38, 2350.0)	(40, 2321.0)	(42, 1853.0)	(44, 1844.0)	(46, 1522.0)	(48, 1671.0)	(50, 1561.0)	(52, 1640.0)	(54, 1709.0)	(56, 1604.0)	(58, 1744.0)	(60, 1973.0)	(62, 1813.0)	(64, 1874.0)	(66, 1774.0)	(68, 1816.0)	(70, 1828.0)	(72, 1852.0)	(74, 1641.0)	(76, 1778.0)	(78, 2021.0)	(80, 1741.0)	(82, 1712.0)	(84, 1690.0)	(86, 1595.0)	(88, 1610.0)	(90, 1513.0)	(92, 1449.0)	(94, 1500.0)	(96, 1499.0)	(98, 1342.0)	(100, 1385.0)	(102, 1313.0)	(104, 1247.0)	(106, 1245.0)	(108, 1313.0)	(110, 1326.0)	(112, 1416.0)	(114, 1234.0)	(116, 1471.0)	(118, 14646.0)	(120, 15378.0)	(122, 17004.0)	(124, 15964361.0)
HI_48hpi_3_R2	(30, 1439.0)	(32, 2891.0)	(34, 3161.0)	(36, 2487.0)	(38, 2350.0)	(40, 2321.0)	(42, 1853.0)	(44, 1844.0)	(46, 1522.0)	(48, 1671.0)	(50, 1561.0)	(52, 1640.0)	(54, 1709.0)	(56, 1604.0)	(58, 1744.0)	(60, 1973.0)	(62, 1813.0)	(64, 1874.0)	(66, 1774.0)	(68, 1816.0)	(70, 1828.0)	(72, 1852.0)	(74, 1641.0)	(76, 1778.0)	(78, 2021.0)	(80, 1741.0)	(82, 1712.0)	(84, 1690.0)	(86, 1595.0)	(88, 1610.0)	(90, 1513.0)	(92, 1449.0)	(94, 1500.0)	(96, 1499.0)	(98, 1342.0)	(100, 1385.0)	(102, 1313.0)	(104, 1247.0)	(106, 1245.0)	(108, 1313.0)	(110, 1326.0)	(112, 1416.0)	(114, 1234.0)	(116, 1471.0)	(118, 14646.0)	(120, 15378.0)	(122, 17004.0)	(124, 15964361.0)
HI_6hpi_1_R1	(30, 923.0)	(32, 1563.0)	(34, 1868.0)	(36, 1452.0)	(38, 1397.0)	(40, 1285.0)	(42, 1207.0)	(44, 1087.0)	(46, 930.0)	(48, 1055.0)	(50, 1098.0)	(52, 1088.0)	(54, 1274.0)	(56, 1342.0)	(58, 1296.0)	(60, 1438.0)	(62, 1489.0)	(64, 1583.0)	(66, 1548.0)	(68, 1417.0)	(70, 1378.0)	(72, 1629.0)	(74, 1400.0)	(76, 1420.0)	(78, 1694.0)	(80, 1552.0)	(82, 1581.0)	(84, 1485.0)	(86, 1430.0)	(88, 1389.0)	(90, 1380.0)	(92, 1317.0)	(94, 1315.0)	(96, 1245.0)	(98, 1240.0)	(100, 1115.0)	(102, 1150.0)	(104, 1184.0)	(106, 1105.0)	(108, 1181.0)	(110, 1303.0)	(112, 1229.0)	(114, 1183.0)	(116, 1816.0)	(118, 30393.0)	(120, 25903.0)	(122, 28576.0)	(124, 16923309.0)
HI_6hpi_1_R2	(30, 923.0)	(32, 1563.0)	(34, 1868.0)	(36, 1452.0)	(38, 1397.0)	(40, 1285.0)	(42, 1207.0)	(44, 1087.0)	(46, 930.0)	(48, 1055.0)	(50, 1098.0)	(52, 1088.0)	(54, 1274.0)	(56, 1342.0)	(58, 1296.0)	(60, 1438.0)	(62, 1489.0)	(64, 1583.0)	(66, 1548.0)	(68, 1417.0)	(70, 1378.0)	(72, 1629.0)	(74, 1400.0)	(76, 1420.0)	(78, 1694.0)	(80, 1552.0)	(82, 1581.0)	(84, 1485.0)	(86, 1430.0)	(88, 1389.0)	(90, 1380.0)	(92, 1317.0)	(94, 1315.0)	(96, 1245.0)	(98, 1240.0)	(100, 1115.0)	(102, 1150.0)	(104, 1184.0)	(106, 1105.0)	(108, 1181.0)	(110, 1303.0)	(112, 1229.0)	(114, 1183.0)	(116, 1816.0)	(118, 30393.0)	(120, 25903.0)	(122, 28576.0)	(124, 16923309.0)
HI_6hpi_2_R1	(30, 822.0)	(32, 1289.0)	(34, 1595.0)	(36, 1266.0)	(38, 1123.0)	(40, 1143.0)	(42, 1023.0)	(44, 1020.0)	(46, 816.0)	(48, 916.0)	(50, 932.0)	(52, 1017.0)	(54, 1140.0)	(56, 1087.0)	(58, 1188.0)	(60, 1250.0)	(62, 1226.0)	(64, 1332.0)	(66, 1328.0)	(68, 1183.0)	(70, 1212.0)	(72, 1343.0)	(74, 1229.0)	(76, 1321.0)	(78, 1501.0)	(80, 1321.0)	(82, 1325.0)	(84, 1305.0)	(86, 1249.0)	(88, 1198.0)	(90, 1135.0)	(92, 1079.0)	(94, 1091.0)	(96, 1061.0)	(98, 1058.0)	(100, 992.0)	(102, 952.0)	(104, 1015.0)	(106, 889.0)	(108, 967.0)	(110, 1033.0)	(112, 1024.0)	(114, 931.0)	(116, 1382.0)	(118, 23443.0)	(120, 19941.0)	(122, 22163.0)	(124, 16235256.0)
HI_6hpi_2_R2	(30, 822.0)	(32, 1289.0)	(34, 1595.0)	(36, 1266.0)	(38, 1123.0)	(40, 1143.0)	(42, 1023.0)	(44, 1020.0)	(46, 816.0)	(48, 916.0)	(50, 932.0)	(52, 1017.0)	(54, 1140.0)	(56, 1087.0)	(58, 1188.0)	(60, 1250.0)	(62, 1226.0)	(64, 1332.0)	(66, 1328.0)	(68, 1183.0)	(70, 1212.0)	(72, 1343.0)	(74, 1229.0)	(76, 1321.0)	(78, 1501.0)	(80, 1321.0)	(82, 1325.0)	(84, 1305.0)	(86, 1249.0)	(88, 1198.0)	(90, 1135.0)	(92, 1079.0)	(94, 1091.0)	(96, 1061.0)	(98, 1058.0)	(100, 992.0)	(102, 952.0)	(104, 1015.0)	(106, 889.0)	(108, 967.0)	(110, 1033.0)	(112, 1024.0)	(114, 931.0)	(116, 1382.0)	(118, 23443.0)	(120, 19941.0)	(122, 22163.0)	(124, 16235256.0)
HI_6hpi_3_R1	(30, 890.0)	(32, 1695.0)	(34, 1993.0)	(36, 1596.0)	(38, 1479.0)	(40, 1522.0)	(42, 1295.0)	(44, 1179.0)	(46, 968.0)	(48, 1077.0)	(50, 1043.0)	(52, 1092.0)	(54, 1094.0)	(56, 1043.0)	(58, 1076.0)	(60, 1175.0)	(62, 1296.0)	(64, 1403.0)	(66, 1308.0)	(68, 1286.0)	(70, 1179.0)	(72, 1372.0)	(74, 1215.0)	(76, 1271.0)	(78, 1464.0)	(80, 1232.0)	(82, 1292.0)	(84, 1213.0)	(86, 1256.0)	(88, 1276.0)	(90, 1233.0)	(92, 1201.0)	(94, 1283.0)	(96, 1118.0)	(98, 1152.0)	(100, 1211.0)	(102, 1036.0)	(104, 1144.0)	(106, 1087.0)	(108, 1092.0)	(110, 1041.0)	(112, 1138.0)	(114, 1028.0)	(116, 1188.0)	(118, 11981.0)	(120, 12821.0)	(122, 13924.0)	(124, 13678811.0)
HI_6hpi_3_R2	(30, 890.0)	(32, 1695.0)	(34, 1993.0)	(36, 1596.0)	(38, 1479.0)	(40, 1522.0)	(42, 1295.0)	(44, 1179.0)	(46, 968.0)	(48, 1077.0)	(50, 1043.0)	(52, 1092.0)	(54, 1094.0)	(56, 1043.0)	(58, 1076.0)	(60, 1175.0)	(62, 1296.0)	(64, 1403.0)	(66, 1308.0)	(68, 1286.0)	(70, 1179.0)	(72, 1372.0)	(74, 1215.0)	(76, 1271.0)	(78, 1464.0)	(80, 1232.0)	(82, 1292.0)	(84, 1213.0)	(86, 1256.0)	(88, 1276.0)	(90, 1233.0)	(92, 1201.0)	(94, 1283.0)	(96, 1118.0)	(98, 1152.0)	(100, 1211.0)	(102, 1036.0)	(104, 1144.0)	(106, 1087.0)	(108, 1092.0)	(110, 1041.0)	(112, 1138.0)	(114, 1028.0)	(116, 1188.0)	(118, 11981.0)	(120, 12821.0)	(122, 13924.0)	(124, 13678811.0)
