window_bp	replicate	matrix_id	motif_name	ame_p	ame_q	ame_odds_ratio	candidate_hits	candidate_total	background_hits	background_total	ame_replicate_pass
2000	44	MA2743.1	SlWRKY23	1.30e-1	1.0	2.1645569620253164	202	206	197	206	False
2000	44	MA2742.1	SlWRKY11	1.46e-1	1.0	1.682698914387797	15	206	9	206	False
2000	44	MA2741.1	SlWRKY7	1.92e-1	1.0	1.2791991570073762	44	206	36	206	False
2000	44	MA2737.1	SlERF36	6.88e-1	1.0	1.0	2	206	2	206	False
2000	44	MA2735.1	SlbHLH014	1.41e-1	1.0	1.2888952326577219	67	206	56	206	False
2000	44	MA2734.1	Sl-ERF_F_5	8.03e-1	1.0	0.8534698521046644	60	206	67	206	False
2000	44	MA2733.1	Sl-ERF_F_4	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	44	MA2732.1	Sl-ERF_C_4	5.00e-1	1.0	1.6748166259168704	2	206	1	206	False
2000	44	MA2731.1	sep3	3.43e-1	1.0	1.8177777777777777	4	206	2	206	False
2000	44	MA2729.1	vahox1	1.04e-1	1.0	1.3302346985734008	145	206	132	206	False
2000	44	MA2728.1	SolycHsfC1	2.49e-1	1.0	1.1945031712473573	56	206	49	206	False
2000	44	MA2725.1	SlWRKY6	1.30e-1	1.0	2.1645569620253164	9	206	4	206	False
2000	44	MA2723.1	Solyc06g060230	9.08e-2	1.0	1.4769835035349568	178	206	167	206	False
2000	44	MA2722.1	Sl-ERF_F_2	7.51e-1	1.0	1.0	1	206	1	206	False
2000	44	MA2721.1	Sl-ERF_C_6	8.14e-1	1.0	0.7107928746070555	2	206	3	206	False
2000	44	MA2718.1	Sl-ERF_A_3	7.51e-1	1.0	1.0	1	206	1	206	False
2000	44	MA2717.1	eil2	3.82e-1	1.0	1.0829804825495453	87	206	83	206	False
2000	44	MA2716.1	dreb3	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA2714.1	APETALA2a	6.57e-1	1.0	1.0	3	206	3	206	False
2000	44	MA2713.1	SlDof14	4.12e-1	1.0	1.0762173606210304	152	206	149	206	False
2000	44	MA2712.1	eil1	3.62e-1	1.0	1.587025877348458	5	206	3	206	False
2000	44	MA2711.1	SolycHsfB2b	2.02e-1	1.0	1.2146622497479476	141	206	132	206	False
2000	44	MA2708.1	SlDof4	2.06e-1	1.0	1.2072590738423028	136	206	127	206	False
2000	44	MA2752.1	TaOBF1b	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	44	MA2751.1	TraesCS2B02G304400	3.86e-1	1.0	1.377306903622693	7	206	5	206	False
2000	44	MA2749.1	TraesCS2D02G576500	1.37e-1	1.0	1.7590527119938886	198	206	192	206	False
2000	44	MA2747.1	TraesCS6A02G290800	1.53e-1	1.0	1.4015275504637206	183	206	175	206	False
2000	44	MA2746.1	HB-HD-ZIP-2A-2	1.86e-1	1.0	3.0444444444444443	205	206	202	206	False
2000	44	MA2761.1	myb100	1.71e-1	1.0	1.340793332304368	178	206	170	206	False
2000	44	MA2760.1	p2	1.42e-1	1.0	2.651870324189526	6	206	2	206	False
2000	44	MA2758.1	ereb122	1.03e-1	1.0	1.3331785681121737	73	206	60	206	False
2000	44	MA2756.1	dfo23	1.60e-1	1.0	1.2416748480908537	122	206	111	206	False
2000	44	MA2754.1	wrky38	2.51e-1	1.0	1.8849305308158175	6	206	3	206	False
2000	44	MA2753.1	cpp8	2.29e-1	1.0	1.2977524722804914	183	206	177	206	False
2000	44	MA2627.1	bzip9	8.74e-2	1.0	3.075187969924812	7	206	2	206	False
2000	44	MA2625.1	mybr17	1.10e-1	1.0	2.4897445124145374	8	206	3	206	False
2000	44	MA2624.1	myb37	1.71e-1	1.0	1.2484024840248402	145	206	135	206	False
2000	44	MA2623.1	hb66	1.85e-1	1.0	1.4592770638809283	20	206	14	206	False
2000	44	MA2621.1	glk25	4.08e-1	1.0	1.0835379182781235	50	206	47	206	False
2000	44	MA2620.1	g2	5.00e-1	1.0	1.1596298438403703	200	206	199	206	False
2000	44	MA2619.1	ereb18	2.68e-1	1.0	1.1597618456958572	76	206	69	206	False
2000	44	MA2617.1	ereb54	7.45e-1	1.0	0.8870796170526144	55	206	60	206	False
2000	44	MA2616.1	ereb17	3.02e-1	1.0	1.1368406555570858	74	206	68	206	False
2000	44	MA2615.1	ereb109	7.49e-1	1.0	0.8141414141414142	4	206	5	206	False
2000	44	MA2614.1	ereb198	6.97e-1	1.0	0.9185780662290729	70	206	74	206	False
2000	44	MA2613.1	ereb34	3.41e-1	1.0	1.1102383171348689	77	206	72	206	False
2000	44	MA2612.1	ereb147	1.83e-1	1.0	1.2215977519068648	89	206	79	206	False
2000	44	MA2611.1	ereb209	9.65e-1	1.0	0.49909255898366606	7	206	14	206	False
2000	44	MA2610.1	ereb97	6.88e-1	1.0	1.0	2	206	2	206	False
2000	44	MA2609.1	ereb172	2.15e-1	1.0	1.1911798660817363	115	206	106	206	False
2000	44	MA2608.1	glk53	1.89e-1	1.0	1.2853081793513375	171	206	163	206	False
2000	44	MA2607.1	tcptf23	1.56e-1	1.0	1.6209223847019123	16	206	10	206	False
2000	44	MA2606.1	mybr43	3.86e-1	1.0	1.377306903622693	201	206	199	206	False
2000	44	MA2605.1	mybr26	1.97e-1	1.0	1.4079822616407982	190	206	184	206	False
2000	44	MA2473.1	HB88	2.50e-1	1.0	1.191926884996192	156	206	149	206	False
2000	44	MA2475.1	HOX6	2.46e-1	1.0	1.5008316951459246	198	206	194	206	False
2000	44	MA1378.2	AIL6	3.11e-1	1.0	1.4213740458015267	199	206	196	206	False
2000	44	MA2638.1	FUL::SEP3	5.00e-1	1.0	1.2920634920634921	4	206	3	206	False
2000	44	MA2637.1	FUL::AG::SEP3	3.10e-1	1.0	1.1644227332300727	168	206	163	206	False
2000	44	MA2636.1	FUL::AG	1.89e-1	1.0	1.2438880706921944	154	206	145	206	False
2000	44	MA2635.1	FUL	2.55e-1	1.0	1.3048825392149643	188	206	183	206	False
2000	44	MA2634.1	EIN3	5.00e-1	1.0	1.2920634920634921	4	206	3	206	False
2000	44	MA2505.1	bZIP59	1.51e-1	1.0	1.5066876475216364	22	206	15	206	False
2000	44	MA2499.1	LSH2	8.70e-2	1.0	1.5720997719892214	186	206	176	206	False
2000	44	MA1353.2	AT1G72740	1.73e-1	1.0	1.2818989975411386	51	206	42	206	False
2000	44	MA2479.1	TCX5	8.74e-2	1.0	3.075187969924812	204	206	199	206	False
2000	44	MA1320.2	SPL15	2.40e-1	1.0	1.1758661887694146	85	206	77	206	False
2000	44	MA1742.2	BIZP18	4.55e-1	1.0	1.0530616168412958	156	206	154	206	False
2000	44	MA1672.2	GBF2	2.09e-1	1.0	1.2880858889606839	177	206	170	206	False
2000	44	MA2476.1	KNAT7	1.87e-1	1.0	1.2144355527931008	115	206	105	206	False
2000	44	MA2472.1	AT3G12910	3.61e-1	1.0	1.1173926913125156	48	206	44	206	False
2000	44	MA2461.1	WOX13	3.43e-1	1.0	1.8177777777777777	4	206	2	206	False
2000	44	MA2460.1	MGH6.1	3.61e-1	1.0	1.1173926913125156	48	206	44	206	False
2000	44	MA2459.1	EDF3	2.34e-1	1.0	1.3806896551724137	192	206	187	206	False
2000	44	MA1738.1	ATMYB31	3.42e-1	1.0	1.157377049180328	34	206	30	206	False
2000	44	MA1204.1	AGL13	4.22e-1	1.0	1.059690015619368	105	206	102	206	False
2000	44	MA1203.1	AGL63	2.45e-1	1.0	1.1673361121636985	109	206	101	206	False
2000	44	MA1199.1	AGL16	2.92e-1	1.0	1.1538032878239064	61	206	55	206	False
2000	44	MA1188.1	At3g11280	3.12e-1	1.0	2.3562653562653564	205	206	203	206	False
2000	44	MA1039.1	MYB4	9.29e-2	1.0	1.412265051242687	50	206	38	206	False
2000	44	MA0574.1	MYB15	7.51e-1	1.0	1.0	1	206	1	206	False
2000	44	MA0559.1	PI	5.00e-1	1.0	3.0145985401459856	206	206	205	206	False
2000	44	MA2481.1	PK12011.1	1.75e-1	1.0	1.2772012052226314	163	206	154	206	False
2000	44	MA2478.1	PK13314.1	1.86e-1	1.0	3.0444444444444443	205	206	202	206	False
2000	44	MA2040.2	ENAP2	3.16e-1	1.0	1.2213164049448713	24	206	20	206	False
2000	44	MA2039.2	ASIL2	5.00e-1	1.0	1.0701041402082805	16	206	15	206	False
2000	44	MA1662.2	AT3G10030	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA1661.2	GTL1	2.72e-1	1.0	1.256267409470752	184	206	179	206	False
2000	44	MA1366.2	DF1	4.25e-1	1.0	1.1498778169970134	16	206	14	206	False
2000	44	MA1365.3	AT5G47660	1.79e-1	1.0	1.4906666666666666	193	206	187	206	False
2000	44	MA1208.2	GT-2	3.00e-1	1.0	1.4837390457643622	200	206	197	206	False
2000	44	MA2031.2	AT5G04760	1.94e-1	1.0	1.27343653250774	169	206	161	206	False
2000	44	MA1812.2	ASR1	1.16e-1	1.0	1.2934969325153374	125	206	112	206	False
2000	44	MA1802.2	TRP5	9.84e-2	1.0	1.4394268345636128	42	206	31	206	False
2000	44	MA1793.2	NID1	1.24e-1	1.0	1.6684350132625996	18	206	11	206	False
2000	44	MA1408.2	FaEOBII	1.01e-1	1.0	1.4285109386026817	43	206	32	206	False
2000	44	MA1400.2	AT1G19000	9.77e-2	1.0	1.3189083606151475	125	206	111	206	False
2000	44	MA1196.2	AT5G05790	2.93e-1	1.0	1.1521266497228773	150	206	144	206	False
2000	44	MA1195.2	AT5G56840	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	44	MA1194.2	AT3G10580	1.16e-1	1.0	1.4909414322419132	30	206	21	206	False
2000	44	MA1193.2	AT2G38090	1.19e-1	1.0	1.355129254883612	165	206	154	206	False
2000	44	MA1192.2	DIV1	8.81e-2	1.0	1.4913946587537092	179	206	168	206	False
2000	44	MA1189.2	AT5G61620	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	44	MA1186.2	YAB4	5.00e-1	1.0	3.0145985401459856	206	206	205	206	False
2000	44	MA0579.2	CDC5	4.47e-1	1.0	1.073846153846154	174	206	172	206	False
2000	44	MA2042.2	MYB58	1.10e-1	1.0	2.4897445124145374	8	206	3	206	False
2000	44	MA2041.2	MYB13	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	44	MA2030.2	MYB96	5.00e-1	1.0	1.4068796068796068	3	206	2	206	False
2000	44	MA2029.2	MYB88	4.22e-1	1.0	1.0600130463144162	97	206	94	206	False
2000	44	MA2027.2	MYB44	9.92e-2	1.0	1.3463877715205148	69	206	56	206	False
2000	44	MA2026.2	MYB108	2.05e-1	1.0	1.5147333084669898	15	206	10	206	False
2000	44	MA2025.2	MYB93	2.13e-1	1.0	1.4724409448818898	16	206	11	206	False
2000	44	MA2024.2	MYB63	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	44	MA2008.2	MYB99	3.56e-1	1.0	1.128208105911044	43	206	39	206	False
2000	44	MA2007.2	MYB107	5.00e-1	1.0	3.0145985401459856	206	206	205	206	False
2000	44	MA1781.2	MYB94	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA1780.2	MYB92	3.28e-1	1.0	1.189332876007546	28	206	24	206	False
2000	44	MA1779.2	MYB83	2.49e-1	1.0	5.048899755501222	206	206	204	206	False
2000	44	MA1778.2	MYB80	5.00e-1	1.0	1.0195897508694727	110	206	109	206	False
2000	44	MA1777.2	MYB74	1.69e-1	1.0	2.1858216970998927	7	206	3	206	False
2000	44	MA1774.2	MYB60	5.00e-1	1.0	1.1390428211586903	199	206	198	206	False
2000	44	MA1773.2	MYB51	4.20e-1	1.0	1.172051948051948	194	206	192	206	False
2000	44	MA1772.2	MYB43	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA1771.2	MYB41	3.22e-1	1.0	1.1410321921308124	159	206	154	206	False
2000	44	MA1770.2	MYB40	5.00e-1	1.0	1.4068796068796068	3	206	2	206	False
2000	44	MA1769.2	MYB39	3.79e-1	1.0	1.0875148632580263	134	206	130	206	False
2000	44	MA1768.2	MYB30	1.90e-1	1.0	1.9269521410579344	202	206	198	206	False
2000	44	MA1765.2	MYB121	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	44	MA1764.2	MYB116	2.43e-1	1.0	1.1717085309899682	91	206	83	206	False
2000	44	MA1762.2	MYB10	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	44	MA1394.3	MYB73	1.00e-1	1.0	1.3115040442855992	107	206	93	206	False
2000	44	MA1393.3	MYB70	2.83e-1	1.0	1.1703411623521345	53	206	47	206	False
2000	44	MA1392.3	MYB98	2.14e-1	1.0	1.2729970326409497	175	206	168	206	False
2000	44	MA1391.3	MYB33	1.24e-1	1.0	7.103194103194103	206	206	203	206	False
2000	44	MA1294.2	MYB62	6.45e-1	1.0	0.9344884880132922	190	206	191	206	False
2000	44	MA1293.2	MYB57	4.22e-1	1.0	1.060327868852459	94	206	91	206	False
2000	44	MA1292.2	MYB27	3.11e-1	1.0	1.123272375375301	101	206	95	206	False
2000	44	MA1180.2	MYB3R4	2.40e-1	1.0	1.1767106842737094	130	206	122	206	False
2000	44	MA1179.2	MYB1	9.73e-2	1.0	1.32	94	206	80	206	False
2000	44	MA1177.2	MYB65	1.69e-1	1.0	2.1858216970998927	7	206	3	206	False
2000	44	MA1173.2	MYB101	3.55e-1	1.0	1.2260030934400874	192	206	189	206	False
2000	44	MA1172.2	MYB3R5	2.87e-1	1.0	1.5688115411037324	8	206	5	206	False
2000	44	MA1037.2	MYB24	1.18e-1	1.0	1.2863756085880758	113	206	100	206	False
2000	44	MA0575.2	MYB77	1.53e-1	1.0	1.4015275504637206	183	206	175	206	False
2000	44	MA0034.2	Gam1	4.58e-1	1.0	1.0460755126457248	143	206	141	206	False
2000	44	MA2023.2	PHL4	1.69e-1	1.0	2.1858216970998927	7	206	3	206	False
2000	44	MA1830.2	Zm00001d015407	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	44	MA1737.2	AT5G05090	1.86e-1	1.0	1.2501090787044806	156	206	147	206	False
2000	44	MA1735.2	AT2G38300	1.08e-1	1.0	3.739454094292804	205	206	201	206	False
2000	44	MA1390.3	HHO2	1.30e-1	1.0	2.1645569620253164	9	206	4	206	False
2000	44	MA1389.2	PHL1	2.72e-1	1.0	1.6917293233082706	7	206	4	206	False
2000	44	MA1388.2	PHL2	2.43e-1	1.0	1.1711583680008268	122	206	114	206	False
2000	44	MA1387.2	HRS1	7.51e-1	1.0	1.0	1	206	1	206	False
2000	44	MA1386.3	HHO3	5.41e-1	1.0	1.0	72	206	72	206	False
2000	44	MA1383.2	KAN2	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	44	MA1168.2	MYR2	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	44	MA1167.2	EFM	6.98e-1	1.0	0.9180705009276438	69	206	73	206	False
2000	44	MA1166.2	PHL12	6.00e-1	1.0	1.0	8	206	8	206	False
2000	44	MA1165.3	HHO6	1.87e-1	1.0	1.2469266708638458	60	206	51	206	False
2000	44	MA1164.2	HHO5	1.10e-1	1.0	2.4897445124145374	8	206	3	206	False
2000	44	MA1163.3	PHL11	3.65e-1	1.0	1.190271926464956	189	206	186	206	False
2000	44	MA1027.2	KAN1	1.10e-1	1.0	2.4897445124145374	203	206	198	206	False
2000	44	MA1409.2	OsRR22	3.20e-1	1.0	1.2121852777243898	185	206	181	206	False
2000	44	MA0949.2	ARR2	1.54e-1	1.0	1.2557924003707137	82	206	71	206	False
2000	44	MA0948.2	ARR18	4.38e-1	1.0	1.1008219178082193	184	206	182	206	False
2000	44	MA1794.2	NLP7	1.85e-1	1.0	1.2191345772131799	124	206	114	206	False
2000	44	MA2022.2	LOB	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	44	MA2021.2	LBD13	2.44e-1	1.0	1.1693381394278701	118	206	110	206	False
2000	44	MA1280.2	DOF5.4	2.15e-1	1.0	1.190087493304084	107	206	98	206	False
2000	44	MA1279.2	DOF1.5	1.72e-1	1.0	1.5271087533156498	18	206	12	206	False
2000	44	MA1278.2	DOF3.4	2.71e-1	1.0	1.1549774058129896	81	206	74	206	False
2000	44	MA1277.2	DOF1.7	2.76e-1	1.0	1.184375579884951	48	206	42	206	False
2000	44	MA1275.2	DOF1.6	1.69e-1	1.0	1.2530175706646296	147	206	137	206	False
2000	44	MA1273.2	DOF4.2	2.21e-1	1.0	1.4369393139841689	194	206	189	206	False
2000	44	MA1272.3	DOF2.2	1.19e-1	1.0	1.407620735489588	176	206	166	206	False
2000	44	MA1270.2	DOF3.2	2.72e-1	1.0	1.256267409470752	184	206	179	206	False
2000	44	MA1269.2	DOF4.5	1.42e-1	1.0	2.651870324189526	204	206	200	206	False
2000	44	MA1267.2	DOF5.8	3.25e-1	1.0	1.1371087928464978	157	206	152	206	False
2000	44	MA0983.2	DOF5.6	9.15e-2	1.0	1.3398118019523348	138	206	124	206	False
2000	44	MA0982.2	DOF2.4	9.13e-2	1.0	1.37621893677257	62	206	49	206	False
2000	44	MA0973.2	CDF2	2.30e-1	1.0	1.19410989010989	70	206	62	206	False
2000	44	MA0020.2	Dof2	2.49e-1	1.0	5.048899755501222	206	206	204	206	False
2000	44	MA1755.2	GATA4	3.93e-1	1.0	1.3208680488277467	200	206	198	206	False
2000	44	MA1396.2	GATA6	1.87e-1	1.0	1.2469266708638458	60	206	51	206	False
2000	44	MA1325.2	GATA14	1.30e-1	1.0	2.1645569620253164	9	206	4	206	False
2000	44	MA1323.2	GATA19	2.72e-1	1.0	1.6917293233082706	202	206	199	206	False
2000	44	MA1017.2	GATA8	3.43e-1	1.0	1.8177777777777777	4	206	2	206	False
2000	44	MA1016.2	GATA15	3.09e-1	1.0	1.2425840474620962	188	206	184	206	False
2000	44	MA1015.2	GATA12	1.42e-1	1.0	2.651870324189526	6	206	2	206	False
2000	44	MA0558.2	FLC	2.15e-1	1.0	1.1906711357879385	102	206	93	206	False
2000	44	MA0554.2	SOC1	1.08e-1	1.0	1.8006630750103605	16	206	9	206	False
2000	44	MA0548.3	AGL15	1.27e-1	1.0	1.5213695395513578	25	206	17	206	False
2000	44	MA0082.2	squamosa	1.08e-1	1.0	3.739454094292804	205	206	201	206	False
2000	44	MA0005.3	AG	1.72e-1	1.0	1.4116769656935861	26	206	19	206	False
2000	44	MA1807.2	ZHD10	8.74e-2	1.0	3.075187969924812	204	206	199	206	False
2000	44	MA1329.3	ZHD1	8.74e-2	1.0	3.075187969924812	204	206	199	206	False
2000	44	MA1213.3	ZHD3	1.38e-1	1.0	1.5755138516532619	193	206	186	206	False
2000	44	MA1824.2	Zm00001d005692	9.77e-2	1.0	1.507695137654056	183	206	173	206	False
2000	44	MA1757.2	HDG7	2.03e-1	1.0	1.2130421109808742	140	206	131	206	False
2000	44	MA1406.2	ATHB-4	1.04e-1	1.0	1.4733321900188647	181	206	171	206	False
2000	44	MA1375.2	ANL2	1.98e-1	1.0	1.2239519158527423	69	206	60	206	False
2000	44	MA1369.2	HDG1	3.06e-1	1.0	1.1304039688164422	130	206	124	206	False
2000	44	MA1215.2	ATHB-53	3.31e-1	1.0	1.1829328914664456	181	206	177	206	False
2000	44	MA1214.2	ATHB-40	1.85e-1	1.0	1.4592770638809283	20	206	14	206	False
2000	44	MA1212.2	ATHB-13	1.73e-1	1.0	1.2441829602760328	143	206	133	206	False
2000	44	MA1211.2	ATHB-X	1.46e-1	1.0	1.682698914387797	197	206	191	206	False
2000	44	MA1209.2	ATHB-20	4.00e-1	1.0	1.0994594594594596	169	206	166	206	False
2000	44	MA1026.3	ATHB-15	2.78e-1	1.0	1.2379994251221615	182	206	177	206	False
2000	44	MA0990.2	HDG11	2.49e-1	1.0	5.048899755501222	206	206	204	206	False
2000	44	MA0953.2	ATHB-6	1.01e-1	1.0	1.489795918367347	34	206	24	206	False
2000	44	MA0008.4	HAT5	1.96e-1	1.0	1.5659603554340396	197	206	192	206	False
2000	44	MA2020.2	HSFB4	1.34e-1	1.0	1.2753193493862396	87	206	75	206	False
2000	44	MA2019.2	HSFA1B	1.08e-1	1.0	3.739454094292804	205	206	201	206	False
2000	44	MA1759.2	HSFA4A	2.25e-1	1.0	2.232754342431762	5	206	2	206	False
2000	44	MA1805.2	WRKY53	2.51e-1	1.0	1.3205574912891986	189	206	184	206	False
2000	44	MA1318.2	WRKY27	3.62e-1	1.0	1.587025877348458	5	206	3	206	False
2000	44	MA1316.2	WRKY71	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA1315.2	WRKY24	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	44	MA1314.2	WRKY14	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	44	MA1313.2	WRKY7	1.90e-1	1.0	1.9269521410579344	8	206	4	206	False
2000	44	MA1312.2	WRKY47	1.42e-1	1.0	2.651870324189526	6	206	2	206	False
2000	44	MA1311.3	WRKY28	1.86e-1	1.0	3.0444444444444443	205	206	202	206	False
2000	44	MA1310.2	WRKY42	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA1308.2	WRKY70	2.85e-1	1.0	1.1656165616561656	55	206	49	206	False
2000	44	MA1307.3	WRKY31	4.37e-1	1.0	1.104936315822825	185	206	183	206	False
2000	44	MA1306.2	WRKY11	5.00e-1	1.0	1.0745475826055642	15	206	14	206	False
2000	44	MA1305.2	WRKY55	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	44	MA1304.2	WRKY59	2.13e-1	1.0	1.4724409448818898	195	206	190	206	False
2000	44	MA1303.2	WRKY22	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	44	MA1302.2	WRKY65	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	44	MA1301.2	WRKY33	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA1300.2	WRKY6	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA1299.2	WRKY17	5.00e-1	1.0	1.6748166259168704	2	206	1	206	False
2000	44	MA1297.2	WRKY26	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	44	MA1296.2	WRKY46	1.46e-1	1.0	1.9576682859125607	10	206	5	206	False
2000	44	MA1295.2	WRKY20	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	44	MA1094.3	WRKY8	2.25e-1	1.0	2.232754342431762	5	206	2	206	False
2000	44	MA1093.2	WRKY75	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	44	MA1090.2	WRKY60	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	44	MA1087.3	WRKY45	3.46e-1	1.0	1.259425587467363	15	206	12	206	False
2000	44	MA1086.2	WRKY43	2.45e-1	1.0	1.1676919571656414	112	206	104	206	False
2000	44	MA1083.3	WRKY30	4.48e-1	1.0	1.0703812316715542	36	206	34	206	False
2000	44	MA1081.3	WRKY25	3.40e-1	1.0	1.2805194805194806	195	206	192	206	False
2000	44	MA1079.3	WRKY21	1.85e-1	1.0	1.6292749658002736	13	206	8	206	False
2000	44	MA1078.2	WRKY2	3.62e-1	1.0	1.587025877348458	203	206	201	206	False
2000	44	MA1076.3	WRKY15	3.74e-1	1.0	1.1650827407456636	186	206	183	206	False
2000	44	MA0589.2	WRKY1	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA2051.2	NAC68	1.42e-1	1.0	2.651870324189526	204	206	200	206	False
2000	44	MA2050.2	NAC101	4.00e-1	1.0	1.279493670886076	9	206	7	206	False
2000	44	MA2048.2	NAC045	3.01e-1	1.0	1.269071411162564	190	206	186	206	False
2000	44	MA2047.2	NAC037	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	44	MA2046.2	NAC035	1.24e-1	1.0	7.103194103194103	206	206	203	206	False
2000	44	MA2044.2	NAC007	1.01e-1	1.0	1.4285109386026817	174	206	163	206	False
2000	44	MA2037.2	NAC096	2.56e-1	1.0	1.4504283965728275	197	206	193	206	False
2000	44	MA2036.2	NAC076	1.76e-1	1.0	1.3222260057401372	176	206	168	206	False
2000	44	MA2017.2	JUB1	1.56e-1	1.0	1.3302752293577982	43	206	34	206	False
2000	44	MA1678.3	NTL8	1.07e-1	1.0	1.535229476405947	187	206	178	206	False
2000	44	MA1676.3	NAC062	1.69e-1	1.0	2.1858216970998927	7	206	3	206	False
2000	44	MA1675.2	NAC029	1.57e-1	1.0	1.2835130970724191	59	206	49	206	False
2000	44	MA1663.3	NAC050	9.77e-2	1.0	1.507695137654056	183	206	173	206	False
2000	44	MA1427.3	NAC028	9.15e-2	1.0	1.3398118019523348	82	206	68	206	False
2000	44	MA1043.2	NAC083	2.31e-1	1.0	1.2330424992963693	45	206	38	206	False
2000	44	MA1414.2	E2FA	2.79e-1	1.0	1.347716535433071	16	206	12	206	False
2000	44	MA1813.2	EIL4	5.00e-1	1.0	1.1596298438403703	200	206	199	206	False
2000	44	MA1682.2	TCX3	3.86e-1	1.0	1.377306903622693	7	206	5	206	False
2000	44	MA1809.2	GLYMA-07G038400	1.08e-1	1.0	3.739454094292804	205	206	201	206	False
2000	44	MA2016.2	GRF6	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	44	MA1801.2	TREE1	2.36e-1	1.0	1.2202880924328228	165	206	158	206	False
2000	44	MA1736.2	AT5G04390	1.79e-1	1.0	1.4906666666666666	193	206	187	206	False
2000	44	MA1415.2	REF6	1.76e-1	1.0	1.3222260057401372	176	206	168	206	False
2000	44	MA1405.2	SIZF2	1.80e-1	1.0	1.2644522516767807	160	206	151	206	False
2000	44	MA1381.2	AT3G46070	1.90e-1	1.0	1.9269521410579344	8	206	4	206	False
2000	44	MA1374.2	IDD7	2.85e-1	1.0	1.3236587510993842	17	206	13	206	False
2000	44	MA1372.2	ZAT10	3.00e-1	1.0	1.4837390457643622	200	206	197	206	False
2000	44	MA1371.2	IDD4	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	44	MA1370.2	IDD5	2.42e-1	1.0	1.1722980881779166	90	206	82	206	False
2000	44	MA1160.2	IDD6	1.85e-1	1.0	1.6292749658002736	13	206	8	206	False
2000	44	MA1159.2	SGR5	1.24e-1	1.0	7.103194103194103	206	206	203	206	False
2000	44	MA1158.2	MGP	2.55e-1	1.0	1.1827295942495035	152	206	145	206	False
2000	44	MA1157.2	NUC	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	44	MA1156.2	JKD	2.35e-1	1.0	1.5647058823529412	11	206	7	206	False
2000	44	MA2015.2	NAC002	2.13e-1	1.0	1.194859189917109	92	206	83	206	False
2000	44	MA1341.2	BZIP53	4.05e-1	1.0	1.247867085765604	10	206	8	206	False
2000	44	MA1340.2	BZIP3	2.68e-1	1.0	1.1597618456958572	76	206	69	206	False
2000	44	MA1337.2	BZIP44	5.95e-1	1.0	0.9715493248118751	43	206	44	206	False
2000	44	MA1334.2	BZIP11	7.82e-1	1.0	0.8625840179238238	52	206	58	206	False
2000	44	MA1803.2	VIP1	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	44	MA1744.2	BZIP30	1.05e-1	1.0	1.6612758310871518	21	206	13	206	False
2000	44	MA1343.2	BZIP52	5.95e-1	1.0	1.0	9	206	9	206	False
2000	44	MA1349.2	BZIP16	3.75e-1	1.0	1.093472186944374	67	206	63	206	False
2000	44	MA1346.2	TGA10	4.39e-1	1.0	1.0970634781079656	25	206	23	206	False
2000	44	MA1336.2	TGA3	4.42e-1	1.0	1.0875218011732994	28	206	26	206	False
2000	44	MA1070.3	TGA7	7.54e-1	1.0	0.840144153420426	17	206	20	206	False
